Datetime,Global_active_power,hour,dayofweek
2006-12-22 05:00:00,0.8068333333333334,5,4
2006-12-22 06:00:00,0.4796333333333333,6,4
2006-12-22 07:00:00,1.7231999999999998,7,4
2006-12-22 08:00:00,2.7443999999999997,8,4
2006-12-22 09:00:00,1.8963,9,4
2006-12-22 10:00:00,1.3449666666666669,10,4
2006-12-22 11:00:00,1.2525666666666666,11,4
2006-12-22 12:00:00,1.2284666666666666,12,4
2006-12-22 13:00:00,0.6719,13,4
2006-12-22 14:00:00,0.8155666666666667,14,4
2006-12-22 15:00:00,1.4516333333333333,15,4
2006-12-22 16:00:00,1.5712000000000002,16,4
2006-12-22 17:00:00,1.4968,17,4
2006-12-22 18:00:00,2.6869666666666663,18,4
2006-12-22 19:00:00,3.9381666666666666,19,4
2006-12-22 20:00:00,3.5360666666666662,20,4
2006-12-22 21:00:00,4.548666666666667,21,4
2006-12-22 22:00:00,3.0650666666666666,22,4
2006-12-22 23:00:00,2.4191999999999996,23,4
2006-12-23 00:00:00,1.6982333333333333,0,5
2006-12-23 01:00:00,1.7227999999999999,1,5
2006-12-23 02:00:00,1.7007666666666665,2,5
2006-12-23 03:00:00,1.7715333333333334,3,5
2006-12-23 04:00:00,1.8916,4,5
2006-12-23 05:00:00,2.2291000000000003,5,5
2006-12-23 06:00:00,1.6493666666666666,6,5
2006-12-23 07:00:00,4.023366666666666,7,5
2006-12-23 08:00:00,4.190833333333333,8,5
2006-12-23 09:00:00,3.2464,9,5
2006-12-23 10:00:00,2.972166666666667,10,5
2006-12-23 11:00:00,3.159,11,5
2006-12-23 12:00:00,2.9288000000000003,12,5
2006-12-23 13:00:00,3.4063,13,5
2006-12-23 14:00:00,3.757966666666667,14,5
2006-12-23 15:00:00,4.0491,15,5
2006-12-23 16:00:00,4.349100000000001,16,5
2006-12-23 17:00:00,5.452533333333333,17,5
2006-12-23 18:00:00,3.8794,18,5
2006-12-23 19:00:00,4.1178333333333335,19,5
2006-12-23 20:00:00,4.1814,20,5
2006-12-23 21:00:00,3.2884333333333333,21,5
2006-12-23 22:00:00,4.327933333333333,22,5
2006-12-23 23:00:00,5.5624666666666664,23,5
2006-12-24 00:00:00,4.0280000000000005,0,6
2006-12-24 01:00:00,3.2757,1,6
2006-12-24 02:00:00,2.303033333333333,2,6
2006-12-24 03:00:00,1.6067666666666667,3,6
2006-12-24 04:00:00,1.5761,4,6
2006-12-24 05:00:00,1.6319000000000001,5,6
2006-12-24 06:00:00,1.8952,6,6
2006-12-24 07:00:00,1.4764000000000002,7,6
2006-12-24 08:00:00,1.4277666666666666,8,6
2006-12-24 09:00:00,2.7256666666666667,9,6
2006-12-24 10:00:00,2.6753333333333336,10,6
2006-12-24 11:00:00,2.0929333333333333,11,6
2006-12-24 12:00:00,1.5,12,6
2006-12-24 13:00:00,3.2399333333333336,13,6
2006-12-24 14:00:00,1.3715333333333333,14,6
2006-12-24 15:00:00,3.0968333333333335,15,6
2006-12-24 16:00:00,2.0071333333333334,16,6
2006-12-24 17:00:00,1.6864999999999999,17,6
2006-12-24 18:00:00,0.5052,18,6
2006-12-24 19:00:00,0.45403333333333334,19,6
2006-12-24 20:00:00,0.4741,20,6
2006-12-24 21:00:00,0.4840333333333333,21,6
2006-12-24 22:00:00,0.4797666666666666,22,6
2006-12-24 23:00:00,0.48633333333333334,23,6
2006-12-25 00:00:00,0.9995666666666667,0,0
2006-12-25 01:00:00,1.2067666666666665,1,0
2006-12-25 02:00:00,0.438,2,0
2006-12-25 03:00:00,0.5899666666666668,3,0
2006-12-25 04:00:00,0.5786666666666667,4,0
2006-12-25 05:00:00,0.6201000000000001,5,0
2006-12-25 06:00:00,0.26406666666666667,6,0
2006-12-25 07:00:00,0.6768,7,0
2006-12-25 08:00:00,2.6111,8,0
2006-12-25 09:00:00,1.4934666666666667,9,0
2006-12-25 10:00:00,1.9156666666666666,10,0
2006-12-25 11:00:00,3.0446,11,0
2006-12-25 12:00:00,2.9126,12,0
2006-12-25 13:00:00,2.2249333333333334,13,0
2006-12-25 14:00:00,1.7837333333333334,14,0
2006-12-25 15:00:00,1.7403333333333333,15,0
2006-12-25 16:00:00,3.8728333333333333,16,0
2006-12-25 17:00:00,2.0718,17,0
2006-12-25 18:00:00,2.4230666666666663,18,0
2006-12-25 19:00:00,1.6295,19,0
2006-12-25 20:00:00,1.9771333333333334,20,0
2006-12-25 21:00:00,3.8368666666666664,21,0
2006-12-25 22:00:00,4.2148666666666665,22,0
2006-12-25 23:00:00,2.592233333333333,23,0
2006-12-26 00:00:00,2.4242666666666666,0,1
2006-12-26 01:00:00,2.4026333333333336,1,1
2006-12-26 02:00:00,2.4109333333333334,2,1
2006-12-26 03:00:00,2.4490666666666665,3,1
2006-12-26 04:00:00,2.9925,4,1
2006-12-26 05:00:00,2.3877333333333337,5,1
2006-12-26 06:00:00,2.3882,6,1
2006-12-26 07:00:00,3.136066666666667,7,1
2006-12-26 08:00:00,2.365933333333333,8,1
2006-12-26 09:00:00,3.5450666666666666,9,1
2006-12-26 10:00:00,4.0419,10,1
2006-12-26 11:00:00,2.3735333333333335,11,1
2006-12-26 12:00:00,2.4647,12,1
2006-12-26 13:00:00,2.8868,13,1
2006-12-26 14:00:00,3.8266,14,1
2006-12-26 15:00:00,2.6296000000000004,15,1
2006-12-26 16:00:00,3.4507333333333334,16,1
2006-12-26 17:00:00,3.3423333333333334,17,1
2006-12-26 18:00:00,3.2466999999999997,18,1
2006-12-26 19:00:00,3.034,19,1
2006-12-26 20:00:00,3.479,20,1
2006-12-26 21:00:00,2.6584,21,1
2006-12-26 22:00:00,0.8636,22,1
2006-12-26 23:00:00,0.7682,23,1
2006-12-27 00:00:00,0.4829666666666667,0,2
2006-12-27 01:00:00,0.49346666666666666,1,2
2006-12-27 02:00:00,0.4795,2,2
2006-12-27 03:00:00,0.4441333333333333,3,2
2006-12-27 04:00:00,0.47403333333333336,4,2
2006-12-27 05:00:00,1.0365333333333333,5,2
2006-12-27 06:00:00,0.4744,6,2
2006-12-27 07:00:00,2.049866666666667,7,2
2006-12-27 08:00:00,2.164733333333333,8,2
2006-12-27 09:00:00,2.3289666666666666,9,2
2006-12-27 10:00:00,2.3169666666666666,10,2
2006-12-27 11:00:00,1.3156,11,2
2006-12-27 12:00:00,1.0784,12,2
2006-12-27 13:00:00,0.26416666666666666,13,2
2006-12-27 14:00:00,0.2638333333333333,14,2
2006-12-27 15:00:00,0.3332,15,2
2006-12-27 16:00:00,0.2968,16,2
2006-12-27 17:00:00,0.5012666666666666,17,2
2006-12-27 18:00:00,1.8244,18,2
2006-12-27 19:00:00,1.7362666666666666,19,2
2006-12-27 20:00:00,2.3531,20,2
2006-12-27 21:00:00,1.3297333333333334,21,2
2006-12-27 22:00:00,1.0835000000000001,22,2
2006-12-27 23:00:00,0.35350000000000004,23,2
2006-12-28 00:00:00,1.0185333333333333,0,3
2006-12-28 01:00:00,0.27773333333333333,1,3
2006-12-28 02:00:00,0.31616666666666665,2,3
2006-12-28 03:00:00,0.2988,3,3
2006-12-28 04:00:00,0.3101,4,3
2006-12-28 05:00:00,0.2894,5,3
2006-12-28 06:00:00,0.29256666666666664,6,3
2006-12-28 07:00:00,1.0433333333333334,7,3
2006-12-28 08:00:00,2.5357333333333334,8,3
2006-12-28 09:00:00,1.3215333333333334,9,3
2006-12-28 10:00:00,0.32606666666666667,10,3
2006-12-28 11:00:00,0.2799333333333333,11,3
2006-12-28 12:00:00,0.271,12,3
2006-12-28 13:00:00,0.6986333333333333,13,3
2006-12-28 14:00:00,1.8085666666666667,14,3
2006-12-28 15:00:00,1.5743333333333334,15,3
2006-12-28 16:00:00,1.5589666666666666,16,3
2006-12-28 17:00:00,2.432533333333333,17,3
2006-12-28 18:00:00,2.5439,18,3
2006-12-28 19:00:00,2.8485,19,3
2006-12-28 20:00:00,2.1167666666666665,20,3
2006-12-28 21:00:00,5.035333333333333,21,3
2006-12-28 22:00:00,3.2142,22,3
2006-12-28 23:00:00,2.131333333333333,23,3
2006-12-29 00:00:00,1.4093333333333333,0,4
2006-12-29 01:00:00,1.9941666666666669,1,4
2006-12-29 02:00:00,2.1516333333333337,2,4
2006-12-29 03:00:00,2.4526666666666666,3,4
2006-12-29 04:00:00,2.471433333333333,4,4
2006-12-29 05:00:00,2.3861,5,4
2006-12-29 06:00:00,2.4389,6,4
2006-12-29 07:00:00,3.8387666666666664,7,4
2006-12-29 08:00:00,3.6947666666666668,8,4
2006-12-29 09:00:00,3.4349,9,4
2006-12-29 10:00:00,2.4225333333333334,10,4
2006-12-29 11:00:00,1.3891666666666667,11,4
2006-12-29 12:00:00,1.5557333333333332,12,4
2006-12-29 13:00:00,1.7093333333333334,13,4
2006-12-29 14:00:00,1.4185,14,4
2006-12-29 15:00:00,0.6281,15,4
2006-12-29 16:00:00,0.31786666666666663,16,4
2006-12-29 17:00:00,0.8924,17,4
2006-12-29 18:00:00,1.8926333333333332,18,4
2006-12-29 19:00:00,1.7913333333333334,19,4
2006-12-29 20:00:00,3.4718333333333335,20,4
2006-12-29 21:00:00,4.313733333333333,21,4
2006-12-29 22:00:00,3.666033333333333,22,4
2006-12-29 23:00:00,1.1646666666666665,23,4
2006-12-30 00:00:00,0.29469999999999996,0,5
2006-12-30 01:00:00,0.31529999999999997,1,5
2006-12-30 02:00:00,0.2794333333333333,2,5
2006-12-30 03:00:00,0.3057666666666667,3,5
2006-12-30 04:00:00,0.30093333333333333,4,5
2006-12-30 05:00:00,0.2778333333333334,5,5
2006-12-30 06:00:00,0.9067666666666666,6,5
2006-12-30 07:00:00,0.25656666666666667,7,5
2006-12-30 08:00:00,1.5167333333333335,8,5
2006-12-30 09:00:00,3.2357666666666662,9,5
2006-12-30 10:00:00,4.664793103448276,10,5
2006-12-30 11:00:00,3.8858666666666664,11,5
2006-12-30 12:00:00,3.1451,12,5
2006-12-30 13:00:00,2.2929666666666666,13,5
2006-12-30 14:00:00,1.7899333333333334,14,5
2006-12-30 15:00:00,2.4495333333333336,15,5
2006-12-30 16:00:00,3.955566666666667,16,5
2006-12-30 17:00:00,2.581166666666667,17,5
2006-12-30 18:00:00,3.8627,18,5
2006-12-30 19:00:00,3.753033333333333,19,5
2006-12-30 20:00:00,3.0760666666666667,20,5
2006-12-30 21:00:00,2.038,21,5
2006-12-30 22:00:00,0.7491333333333333,22,5
2006-12-30 23:00:00,0.7102,23,5
2006-12-31 00:00:00,0.6762333333333334,0,6
2006-12-31 01:00:00,0.7161666666666666,1,6
2006-12-31 02:00:00,0.7219333333333334,2,6
2006-12-31 03:00:00,0.7785666666666666,3,6
2006-12-31 04:00:00,1.2777666666666667,4,6
2006-12-31 05:00:00,1.0507666666666666,5,6
2006-12-31 06:00:00,2.5013666666666667,6,6
2006-12-31 07:00:00,3.3645,7,6
2006-12-31 08:00:00,4.0845666666666665,8,6
2006-12-31 09:00:00,2.7232,9,6
2006-12-31 10:00:00,2.914933333333333,10,6
2006-12-31 11:00:00,3.3594999999999997,11,6
2006-12-31 12:00:00,3.8529666666666667,12,6
2006-12-31 13:00:00,3.6025666666666667,13,6
2006-12-31 14:00:00,3.0812999999999997,14,6
2006-12-31 15:00:00,2.4882666666666666,15,6
2006-12-31 16:00:00,2.838,16,6
2006-12-31 17:00:00,2.7502666666666666,17,6
2006-12-31 18:00:00,2.4104666666666663,18,6
2006-12-31 19:00:00,2.434266666666667,19,6
2006-12-31 20:00:00,2.4249333333333336,20,6
2006-12-31 21:00:00,2.443633333333333,21,6
2006-12-31 22:00:00,2.636,22,6
2006-12-31 23:00:00,3.104433333333333,23,6
2007-01-01 00:00:00,2.5506333333333333,0,0
2007-01-01 01:00:00,2.5234,1,0
2007-01-01 02:00:00,2.582333333333333,2,0
2007-01-01 03:00:00,2.5416666666666665,3,0
2007-01-01 04:00:00,2.4757333333333333,4,0
2007-01-01 05:00:00,2.4762333333333335,5,0
2007-01-01 06:00:00,2.4558000000000004,6,0
2007-01-01 07:00:00,2.4472,7,0
2007-01-01 08:00:00,2.441733333333333,8,0
2007-01-01 09:00:00,3.1461333333333332,9,0
2007-01-01 10:00:00,2.6617333333333333,10,0
2007-01-01 11:00:00,2.576,11,0
2007-01-01 12:00:00,2.615866666666667,12,0
2007-01-01 13:00:00,2.1624,13,0
2007-01-01 14:00:00,1.2944,14,0
2007-01-01 15:00:00,1.9091666666666667,15,0
2007-01-01 16:00:00,1.3901000000000001,16,0
2007-01-01 17:00:00,1.6320666666666668,17,0
2007-01-01 18:00:00,1.4619,18,0
2007-01-01 19:00:00,0.7323000000000001,19,0
2007-01-01 20:00:00,0.4123,20,0
2007-01-01 21:00:00,0.43393333333333334,21,0
2007-01-01 22:00:00,0.4437333333333333,22,0
2007-01-01 23:00:00,0.4499666666666667,23,0
2007-01-02 00:00:00,0.44643333333333335,0,1
2007-01-02 01:00:00,0.43673333333333336,1,1
2007-01-02 02:00:00,0.43156666666666665,2,1
2007-01-02 03:00:00,0.46416666666666667,3,1
2007-01-02 04:00:00,1.0399666666666667,4,1
2007-01-02 05:00:00,0.7106,5,1
2007-01-02 06:00:00,0.4469666666666667,6,1
2007-01-02 07:00:00,0.4125666666666667,7,1
2007-01-02 08:00:00,0.45439999999999997,8,1
2007-01-02 09:00:00,0.41763333333333336,9,1
2007-01-02 10:00:00,0.4459,10,1
2007-01-02 11:00:00,0.4327666666666667,11,1
2007-01-02 12:00:00,0.42596666666666666,12,1
2007-01-02 13:00:00,0.45899999999999996,13,1
2007-01-02 14:00:00,0.43843333333333334,14,1
2007-01-02 15:00:00,1.4381,15,1
2007-01-02 16:00:00,1.4590666666666665,16,1
2007-01-02 17:00:00,2.1362,17,1
2007-01-02 18:00:00,1.9720666666666666,18,1
2007-01-02 19:00:00,1.5183,19,1
2007-01-02 20:00:00,2.5735333333333332,20,1
2007-01-02 21:00:00,1.3214333333333335,21,1
2007-01-02 22:00:00,0.5282333333333333,22,1
2007-01-02 23:00:00,0.7439,23,1
2007-01-03 00:00:00,1.1254333333333333,0,2
2007-01-03 01:00:00,0.9007000000000001,1,2
2007-01-03 02:00:00,0.30483333333333335,2,2
2007-01-03 03:00:00,0.33330000000000004,3,2
2007-01-03 04:00:00,0.29883333333333334,4,2
2007-01-03 05:00:00,0.9516333333333333,5,2
2007-01-03 06:00:00,0.3343333333333333,6,2
2007-01-03 07:00:00,0.3017,7,2
2007-01-03 08:00:00,0.3196,8,2
2007-01-03 09:00:00,0.6024999999999999,9,2
2007-01-03 10:00:00,0.8742333333333333,10,2
2007-01-03 11:00:00,0.9763999999999999,11,2
2007-01-03 12:00:00,1.3977666666666666,12,2
2007-01-03 13:00:00,1.4199333333333333,13,2
2007-01-03 14:00:00,1.0903666666666667,14,2
2007-01-03 15:00:00,0.302,15,2
2007-01-03 16:00:00,0.36766666666666664,16,2
2007-01-03 17:00:00,0.28513333333333335,17,2
2007-01-03 18:00:00,0.3612,18,2
2007-01-03 19:00:00,0.289,19,2
2007-01-03 20:00:00,0.32626666666666665,20,2
2007-01-03 21:00:00,1.1154333333333333,21,2
2007-01-03 22:00:00,0.9540333333333333,22,2
2007-01-03 23:00:00,1.6686,23,2
2007-01-04 00:00:00,3.3750666666666667,0,3
2007-01-04 01:00:00,2.896733333333333,1,3
2007-01-04 02:00:00,2.3873333333333333,2,3
2007-01-04 03:00:00,2.3620333333333337,3,3
2007-01-04 04:00:00,2.370033333333333,4,3
2007-01-04 05:00:00,2.3451999999999997,5,3
2007-01-04 06:00:00,2.3587333333333333,6,3
2007-01-04 07:00:00,2.3262333333333336,7,3
2007-01-04 08:00:00,2.4038,8,3
2007-01-04 09:00:00,2.6670666666666665,9,3
2007-01-04 10:00:00,1.8980333333333335,10,3
2007-01-04 11:00:00,2.006333333333333,11,3
2007-01-04 12:00:00,4.066566666666667,12,3
2007-01-04 13:00:00,3.5450666666666666,13,3
2007-01-04 14:00:00,2.0132,14,3
2007-01-04 15:00:00,0.8793000000000001,15,3
2007-01-04 16:00:00,3.2898,16,3
2007-01-04 17:00:00,2.7413000000000003,17,3
2007-01-04 18:00:00,2.6055,18,3
2007-01-04 19:00:00,2.8540666666666668,19,3
2007-01-04 20:00:00,1.4985333333333335,20,3
2007-01-04 21:00:00,0.4788,21,3
2007-01-04 22:00:00,0.4196666666666667,22,3
2007-01-04 23:00:00,0.5351333333333332,23,3
2007-01-05 00:00:00,1.9680333333333333,0,4
2007-01-05 01:00:00,2.3868333333333336,1,4
2007-01-05 02:00:00,2.3947333333333334,2,4
2007-01-05 03:00:00,2.4157,3,4
2007-01-05 04:00:00,2.3970333333333333,4,4
2007-01-05 05:00:00,2.407366666666667,5,4
2007-01-05 06:00:00,2.3678000000000003,6,4
2007-01-05 07:00:00,2.3515333333333337,7,4
2007-01-05 08:00:00,2.316933333333333,8,4
2007-01-05 09:00:00,2.3642,9,4
2007-01-05 10:00:00,2.6560333333333332,10,4
2007-01-05 11:00:00,0.35583333333333333,11,4
2007-01-05 12:00:00,0.3544,12,4
2007-01-05 13:00:00,0.34176666666666666,13,4
2007-01-05 14:00:00,0.37733333333333335,14,4
2007-01-05 15:00:00,0.4778333333333334,15,4
2007-01-05 16:00:00,0.8364999999999999,16,4
2007-01-05 17:00:00,2.240733333333333,17,4
2007-01-05 18:00:00,2.3996,18,4
2007-01-05 19:00:00,2.0389,19,4
2007-01-05 20:00:00,2.9757000000000002,20,4
2007-01-05 21:00:00,2.6744,21,4
2007-01-05 22:00:00,2.3847,22,4
2007-01-05 23:00:00,1.7388333333333332,23,4
2007-01-06 00:00:00,1.4930666666666668,0,5
2007-01-06 01:00:00,0.43346666666666667,1,5
2007-01-06 02:00:00,0.3333333333333333,2,5
2007-01-06 03:00:00,0.3128666666666666,3,5
2007-01-06 04:00:00,0.30356666666666665,4,5
2007-01-06 05:00:00,0.33526666666666666,5,5
2007-01-06 06:00:00,0.29873333333333335,6,5
2007-01-06 07:00:00,0.33699999999999997,7,5
2007-01-06 08:00:00,0.2954,8,5
2007-01-06 09:00:00,0.6231333333333333,9,5
2007-01-06 10:00:00,1.5255666666666667,10,5
2007-01-06 11:00:00,2.5922,11,5
2007-01-06 12:00:00,4.002933333333333,12,5
2007-01-06 13:00:00,1.8904333333333334,13,5
2007-01-06 14:00:00,1.6995666666666667,14,5
2007-01-06 15:00:00,1.1487,15,5
2007-01-06 16:00:00,0.8812666666666666,16,5
2007-01-06 17:00:00,0.8989666666666667,17,5
2007-01-06 18:00:00,0.8555333333333334,18,5
2007-01-06 19:00:00,1.8340333333333334,19,5
2007-01-06 20:00:00,1.0151333333333334,20,5
2007-01-06 21:00:00,1.0125333333333333,21,5
2007-01-06 22:00:00,0.5116666666666666,22,5
2007-01-06 23:00:00,0.5052666666666666,23,5
2007-01-07 00:00:00,0.9032,0,6
2007-01-07 01:00:00,0.29643333333333327,1,6
2007-01-07 02:00:00,0.35240000000000005,2,6
2007-01-07 03:00:00,0.2986666666666667,3,6
2007-01-07 04:00:00,0.35586666666666666,4,6
2007-01-07 05:00:00,0.28536666666666666,5,6
2007-01-07 06:00:00,0.3383,6,6
2007-01-07 07:00:00,0.3127333333333333,7,6
2007-01-07 08:00:00,0.3100333333333333,8,6
2007-01-07 09:00:00,0.37560000000000004,9,6
2007-01-07 10:00:00,1.0414333333333332,10,6
2007-01-07 11:00:00,1.0684333333333333,11,6
2007-01-07 12:00:00,0.5515666666666666,12,6
2007-01-07 13:00:00,3.331933333333333,13,6
2007-01-07 14:00:00,2.5330999999999997,14,6
2007-01-07 15:00:00,3.770766666666667,15,6
2007-01-07 16:00:00,2.2807666666666666,16,6
2007-01-07 17:00:00,2.404733333333333,17,6
2007-01-07 18:00:00,5.211533333333334,18,6
2007-01-07 19:00:00,2.9164666666666665,19,6
2007-01-07 20:00:00,3.5232,20,6
2007-01-07 21:00:00,4.738366666666667,21,6
2007-01-07 22:00:00,2.1289,22,6
2007-01-07 23:00:00,1.4638666666666666,23,6
2007-01-08 00:00:00,1.3604666666666667,0,0
2007-01-08 01:00:00,1.3506666666666667,1,0
2007-01-08 02:00:00,1.3848333333333334,2,0
2007-01-08 03:00:00,1.3569,3,0
2007-01-08 04:00:00,1.3759000000000001,4,0
2007-01-08 05:00:00,1.1045333333333334,5,0
2007-01-08 06:00:00,0.46813333333333335,6,0
2007-01-08 07:00:00,1.0126333333333333,7,0
2007-01-08 08:00:00,2.1395,8,0
2007-01-08 09:00:00,1.6646333333333334,9,0
2007-01-08 10:00:00,1.2966333333333333,10,0
2007-01-08 11:00:00,1.1751,11,0
2007-01-08 12:00:00,0.32893333333333336,12,0
2007-01-08 13:00:00,0.6432,13,0
2007-01-08 14:00:00,1.8509,14,0
2007-01-08 15:00:00,1.8851,15,0
2007-01-08 16:00:00,2.1224333333333334,16,0
2007-01-08 17:00:00,1.8981,17,0
2007-01-08 18:00:00,2.907966666666667,18,0
2007-01-08 19:00:00,2.7940666666666667,19,0
2007-01-08 20:00:00,3.4250333333333334,20,0
2007-01-08 21:00:00,2.507633333333333,21,0
2007-01-08 22:00:00,0.9699666666666666,22,0
2007-01-08 23:00:00,0.3327333333333333,23,0
2007-01-09 00:00:00,0.26983333333333337,0,1
